,created_at,text,datetime,label,onehot
1487,2019-08-19 12:11:27,"Anthony Scaramucci is a highly unstable “nut job” who was with other candidates in the primary who got shellaced, and then unfortunately wheedled his way into my campaign. I barely knew him until his 11 days of gross incompetence-made a fool of himself, bad on TV. Abused staff,..",2019-08-19 07:11:27,-1,"[1, 0, 0]"
1488,2019-08-18 23:57:55,"The New York Times will be out of business soon after I leave office, hopefully in 6 years. They have Zero credibility and are losing a fortune, even now, especially after their massive unfunded liability. I’m fairly certain they’ll endorse me just to keep it all going!",2019-08-18 18:57:55,-1,"[1, 0, 0]"
1489,2019-08-18 22:50:25,"Thank you @TedCruz, I couldn’t agree more! https://t.co/MGq0xXin0s",2019-08-18 17:50:25,-1,"[1, 0, 0]"
1490,2019-08-18 22:03:17,House Democrats want to take action against Israel because it is fighting back against two (maybe four) people that have said unthinkably bad things about it &amp; the Israeli people. Dems have such disdain for Israel! What happened? AOC Plus 4 is the new face of the Democrat Party!,2019-08-18 17:03:17,-1,"[1, 0, 0]"
1491,2019-08-18 19:24:09,"Our economy is the best in the world, by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!",2019-08-18 14:24:09,-1,"[1, 0, 0]"
1492,2019-08-18 19:15:55,"Juan Williams at @FoxNews is so pathetic, and yet when he met me in the Fox Building lobby, he couldn’t have been nicer as he asked me to take a picture of him and me for his family. Yet he is always nasty and wrong!",2019-08-18 14:15:55,-1,"[1, 0, 0]"
1493,2019-08-18 18:27:56,"We are doing very well with China, and talking!",2019-08-18 13:27:56,-1,"[1, 0, 0]"
1494,2019-08-18 18:25:31,Doing really well! https://t.co/UndcviEiML,2019-08-18 13:25:31,-1,"[1, 0, 0]"
1495,2019-08-18 12:34:53,MAKE AMERICA GREAT AGAIN!,2019-08-18 07:34:53,-1,"[1, 0, 0]"
1496,2019-08-18 12:26:09,"With all that this Administration has accomplished, think what my Poll Numbers would be if we had an honest Media, which we do not!",2019-08-18 07:26:09,-1,"[1, 0, 0]"
1497,2019-08-18 12:22:56,".....”Journalism” has reached a new low in the history of our Country. It is nothing more than an evil propaganda machine for the Democrat Party. The reporting is so false, biased and evil that it has now become a very sick joke...But the public is aware! #CROOKEDJOURNALISM",2019-08-18 07:22:56,-1,"[1, 0, 0]"
1498,2019-08-18 12:22:55,"The Failing New York Times, in one of the most devastating portrayals of bad journalism in history, got caught by a leaker that they are shifting  from their Phony Russian Collusion Narrative (the Mueller Report &amp; his testimony were a total disaster), to a Racism Witch Hunt.....",2019-08-18 07:22:55,-1,"[1, 0, 0]"
1499,2019-08-17 22:08:26,Such a disgrace at the once great @nytimes! https://t.co/UKjP6AU0hz,2019-08-17 17:08:26,-1,"[1, 0, 0]"
1500,2019-08-17 21:54:44,Thank you! https://t.co/tG32CxB1LQ,2019-08-17 16:54:44,-1,"[1, 0, 0]"
1501,2019-08-17 21:49:46,The Fake News Media HATES to see this! https://t.co/VMgyggOQ3Q,2019-08-17 16:49:46,-1,"[1, 0, 0]"
1502,2019-08-17 21:47:38,"Thank you to @SaraCarterDC. A great and legitimate reporter, as opposed to those at the Failing New York Times! https://t.co/oM7vEvt9xO",2019-08-17 16:47:38,-1,"[1, 0, 0]"
1503,2019-08-17 14:04:19,Major consideration is being given to naming ANTIFA an “ORGANIZATION OF TERROR.” Portland is being watched very closely. Hopefully the Mayor will be able to properly do his job!,2019-08-17 09:04:19,-1,"[1, 0, 0]"
1504,2019-08-17 03:11:06,"Biggest crowd EVER, according to Arena people. Thousands outside trying to get in. Place was packed! Radical Left Dems &amp; their Partner, LameStream Media, saying Arena empty. Check out pictures. Fake News. The Enemy of the People! https://t.co/KkZWspM93a",2019-08-16 22:11:06,-1,"[1, 0, 0]"
1505,2019-08-17 02:44:52,"Look at the tremendous overflow at packed arena in New Hampshire last night. Sorry we couldn’t get you in, will be back soon! https://t.co/Rvd2TeJrpo",2019-08-16 21:44:52,-1,"[1, 0, 0]"
1506,2019-08-17 02:43:30,"Great time in New Hampshire last night. Placed was maxed out, totally packed, with thousands coming to the arena floor at start. Thousands more outside that were not allowed in per code. Energy was really great to see. We will win New Hampshire in 2020!",2019-08-16 21:43:30,-1,"[1, 0, 0]"
1507,2019-08-16 23:04:19,Having dinner tonight with Tim Cook of Apple. They will be spending vast sums of money in the U.S. Great!,2019-08-16 18:04:19,-1,"[1, 0, 0]"
1508,2019-08-16 22:58:44,"Just completed a very good meeting on Afghanistan. Many on the opposite side of this 19 year war, and us, are looking to make a deal - if possible!",2019-08-16 17:58:44,-1,"[1, 0, 0]"
1509,2019-08-16 22:52:54,"I donate 100% of my President’s salary, $400,000, back to our Country, and feel very good about it! https://t.co/cX8Op2qyw7",2019-08-16 17:52:54,-1,"[1, 0, 0]"
1510,2019-08-16 22:43:04,"Like it or not, Tlaib and Omar are fast becoming the face of the Democrat Party. Cortez (AOC) is fuming, not happy about this!",2019-08-16 17:43:04,-1,"[1, 0, 0]"
1511,2019-08-16 22:37:39,"Rep. Tlaib wrote a letter to Israeli officials desperately wanting to visit her grandmother. Permission was quickly granted, whereupon Tlaib obnoxiously turned the approval down, a complete setup. The only real winner here is Tlaib’s grandmother. She doesn’t have to see her now!",2019-08-16 17:37:39,-1,"[1, 0, 0]"
1512,2019-08-16 22:26:29,"Israel was very respectful &amp; nice to Rep. Rashida Tlaib, allowing her permission to visit her “grandmother.” As soon as she was granted permission, she grandstanded &amp; loudly proclaimed she would not visit Israel. Could this possibly have been a setup? Israel acted appropriately!",2019-08-16 17:26:29,-1,"[1, 0, 0]"
1513,2019-08-16 20:55:56,https://t.co/9WNq9PtnFY,2019-08-16 15:55:56,0,"[0, 1, 0]"
1514,2019-08-16 20:54:56,https://t.co/fJPpaVmLUZ,2019-08-16 15:54:56,0,"[0, 1, 0]"
1515,2019-08-16 17:23:59,"Senator Jim Risch of the Great State of Idaho has been an incredible supporter of our Agenda! He is tough on Crime, Strong on Borders, and will continue to fight for our Second Amendment. Jim will never let you down. He has my Full and Complete Endorsement!",2019-08-16 12:23:59,1,"[0, 0, 1]"
1516,2019-08-16 15:58:36,Congratulations to Patrick Yoes for his election as National President of the great Fraternal Order of Police. Together we will fight for our incredible Law Enforcement Officers!,2019-08-16 10:58:36,-1,"[1, 0, 0]"
1517,2019-08-16 15:57:04,Thank you to my good friend Chuck Canterbury for 16 years of service to the Fraternal Order of Police and our great men and women in blue. You are an incredible patriot!,2019-08-16 10:57:04,-1,"[1, 0, 0]"
1518,2019-08-16 12:47:23,"A great evening, with incredible people, in New Hampshire! https://t.co/XvqQCgorIW",2019-08-16 07:47:23,-1,"[1, 0, 0]"
1519,2019-08-16 12:36:16,Thank you Rudy! https://t.co/u0InDTYA9f,2019-08-16 07:36:16,-1,"[1, 0, 0]"
1520,2019-08-16 02:52:05,"Great news! Tonight, we broke the all-time attendance record previously held by Elton John at #SNHUArena in Manchester, New Hampshire! https://t.co/GHvFBkA2KZ",2019-08-15 21:52:05,-1,"[1, 0, 0]"
1521,2019-08-16 01:33:22,Thank you New Hampshire. KEEP AMERICA GREAT! #KAG2020 https://t.co/fbU7YYsYyI,2019-08-15 20:33:22,-1,"[1, 0, 0]"
1522,2019-08-16 01:18:43,https://t.co/TCg6dLoIya,2019-08-15 20:18:43,-1,"[1, 0, 0]"
1523,2019-08-15 20:18:25,"Walmart, a great indicator as to how the U.S. is doing, just released outstanding numbers. Our Country, unlike others, is doing great! Don’t let the Fake News convince you otherwise.",2019-08-15 15:18:25,-1,"[1, 0, 0]"
1524,2019-08-15 20:14:16,"“If they don’t get this Trade Deal with the U.S. done, China could have it first recession (or worse!) in years. There’s disinvestment in China right now. Also, the Fed is too tight (I agree).” Steve Moore, Heritage Foundation",2019-08-15 15:14:16,-1,"[1, 0, 0]"
1525,2019-08-15 20:05:31,"Sadly, much truth to this! https://t.co/KG9HNbyrZh",2019-08-15 15:05:31,-1,"[1, 0, 0]"
1526,2019-08-15 19:57:28,"Andrew, thank you! We will never forgive or forget. https://t.co/giSOLlCckV",2019-08-15 14:57:28,-1,"[1, 0, 0]"
1527,2019-08-15 19:29:19,Biden doesn’t have a clue! I will solve the China problem. https://t.co/v0sAoVEAoB,2019-08-15 14:29:19,-1,"[1, 0, 0]"
1528,2019-08-15 16:52:53,"The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade, and everyone knows that, including China!",2019-08-15 11:52:53,1,"[0, 0, 1]"
1529,2019-08-15 16:38:24,"Representatives Omar and Tlaib are the face of the Democrat Party, and they HATE Israel!",2019-08-15 11:38:24,1,"[0, 0, 1]"
1530,2019-08-15 16:30:03,"Wow! The Deputy Editor of the Failing New York Times was just demoted. Should have been Fired! Totally biased and inaccurate reporting. The paper is a Fraud, Zero Credibility. Fake News takes another hit, but this time a big one!",2019-08-15 11:30:03,1,"[0, 0, 1]"
1531,2019-08-15 16:24:00,Our Great Farmers know how important it is to win on Trade. They will be the big winners!,2019-08-15 11:24:00,1,"[0, 0, 1]"
1532,2019-08-15 15:26:16,"The United States is now, by far, the Biggest, Strongest and Most Powerful Economy in the World, it is not even close! As others falter, we will only get stronger. Consumers are in the best shape ever, plenty of cash. Business Optimism is at an All Time High!",2019-08-15 10:26:16,0,"[0, 1, 0]"
1533,2019-08-15 14:04:34,"If President Xi would meet directly and personally with the protesters, there would be a happy and enlightened ending to the Hong Kong problem. I have no doubt! https://t.co/eFxMjgsG1K",2019-08-15 09:04:34,-1,"[1, 0, 0]"
1534,2019-08-15 13:57:58,"It would show great weakness if Israel allowed Rep. Omar and Rep.Tlaib to visit. They hate Israel &amp; all Jewish people, &amp; there is nothing that can be said or done to change their minds. Minnesota and Michigan will have a hard time putting them back in office. They are a disgrace!",2019-08-15 08:57:58,-1,"[1, 0, 0]"
1535,2019-08-15 12:59:53,"The Philadelphia shooter should never have been allowed to be on the streets. He had a long and very dangerous criminal record. Looked like he was having a good time after his capture, and after wounding so many police. Long sentence - must get much tougher on street crime!",2019-08-15 07:59:53,-1,"[1, 0, 0]"
1536,2019-08-15 12:26:48,"....what they were doing. There’s plenty of indication, we don’t have to speculate.” @SteveDoocy “Holy cow, got to read this book.” @ainsleyearhardt “WOW!”  @foxandfriends  A very serious situation. Can never be allowed to happen again! DRAIN THE SWAMP",2019-08-15 07:26:48,-1,"[1, 0, 0]"
1537,2019-08-15 12:26:47,"Go out and get Andrew McCarthy’s new book, “Ball of Collusion.” “Supervision became the investigator, and when they pushed the envelope, there was nobody there to tell them NO. It goes right to the President (Obama). Plenty of information that Obama was informed &amp; knew exactly...",2019-08-15 07:26:47,-1,"[1, 0, 0]"
1538,2019-08-15 12:00:05,"Thank you, and the Wall is under major construction! https://t.co/jRVMxSPJzN",2019-08-15 07:00:05,-1,"[1, 0, 0]"
1539,2019-08-15 11:43:44,"Two great entertainers and, more importantly, great people! Check out their show. https://t.co/SGmbEeJuIM",2019-08-15 06:43:44,-1,"[1, 0, 0]"
1540,2019-08-14 22:59:13,"I know President Xi of China very well. He is a great leader who very much has the respect of his people. He is also a good man in a “tough business.” I have ZERO doubt that if President Xi wants to quickly and humanely solve the Hong Kong problem, he can do it. Personal meeting?",2019-08-14 17:59:13,-1,"[1, 0, 0]"
1541,2019-08-14 22:32:56,"Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of their currency and “pouring” money into their system. The American consumer is fine with or without the September date, but much good will come from the short.....",2019-08-14 17:32:56,-1,"[1, 0, 0]"
1542,2019-08-14 22:32:56,"..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!",2019-08-14 17:32:56,-1,"[1, 0, 0]"
1543,2019-08-14 21:43:02,Sad! https://t.co/CP9azm8U54,2019-08-14 16:43:02,-1,"[1, 0, 0]"
1544,2019-08-14 21:40:17,"Unlike others, our economy is strong! https://t.co/EvNRzB8GBY",2019-08-14 16:40:17,-1,"[1, 0, 0]"
1545,2019-08-14 19:21:05,"We are winning, big time, against China. Companies &amp; jobs are fleeing. Prices to us have not gone up, and in some cases, have come down. China is not our problem, though Hong Kong is not helping. Our problem is with the Fed. Raised too much &amp; too fast. Now too slow to cut....",2019-08-14 14:21:05,-1,"[1, 0, 0]"
1546,2019-08-14 19:21:05,"..Spread is way too much as other countries say THANK YOU to clueless Jay Powell and the Federal Reserve. Germany, and many others, are playing the game! CRAZY INVERTED YIELD CURVE! We should easily be reaping big Rewards &amp; Gains, but the Fed is holding us back. We will Win!",2019-08-14 14:21:05,-1,"[1, 0, 0]"
1547,2019-08-14 17:14:50,The Great Charles Payne @cvpayne correctly stated that Fed Chair Jay Powell made TWO enormous mistakes. 1. When he said “mid cycle adjustment.” 2. We’re data dependent.  “He did not do the right thing.” I agree (to put it mildly!). @Varneyco,2019-08-14 12:14:50,-1,"[1, 0, 0]"
1548,2019-08-14 16:42:24,Tremendous amounts of money pouring into the United States. People want safety!,2019-08-14 11:42:24,-1,"[1, 0, 0]"
1549,2019-08-14 15:51:00,"“So far, you’ve had Tariffs imposed on 300 Billion Dollars worth of Chinese products, but you can’t tell me that it has hurt our economy...&amp; it really hasn’t led to any kind of serious rise in prices at the consumer level.” @Varneyco  @FoxBusiness  And we are taking in $Billions!",2019-08-14 10:51:00,1,"[0, 0, 1]"
1550,2019-08-14 15:39:31,"“The Fed has got to do something! The Fed is the Central Bank of the United States, not the Central Bank of the World.” Mark Grant  @Varneyco  Correct! The Federal Reserve acted far too quickly, and now is very, very late. Too bad, so much to gain on the upside!",2019-08-14 10:39:31,1,"[0, 0, 1]"
1551,2019-08-14 15:34:36,"Join me tomorrow night in Manchester, New Hampshire at 7:00 P.M. Eastern! #KAG2020 https://t.co/0UViqSlLgd",2019-08-14 10:34:36,1,"[0, 0, 1]"
1552,2019-08-14 13:46:24,"A fighter and champion, GREAT! https://t.co/8LoTrb6Pdc",2019-08-14 08:46:24,1,"[0, 0, 1]"
1553,2019-08-14 02:38:24,"Great interview of Ron Vitiello, Former Acting Ice Director, by @JesseBWatters, on @FoxNews, about all of the work that is being (&amp; has been) done on our Southern Border. Thanks Ron, terrific job! Now if only the Democrats would fix the Loopholes &amp; Asylum.",2019-08-13 21:38:24,1,"[0, 0, 1]"
1554,2019-08-14 01:23:32,"Great day in the incredible Commonwealth of Pennsylvania today, with the amazing energy workers, construction workers, and craft workers who make America run – and who make America PROUD. No one in the world does it better than YOU! https://t.co/jfWGYjzwkm",2019-08-13 20:23:32,1,"[0, 0, 1]"
1555,2019-08-14 00:46:59,"No debate on Election Security should go forward without first agreeing that Voter ID (Identification) must play a very strong part in any final agreement. Without Voter ID, it is all so meaningless!",2019-08-13 19:46:59,1,"[0, 0, 1]"
1556,2019-08-14 00:26:26,Thank you Bill! https://t.co/6TwDUEB7xm,2019-08-13 19:26:26,1,"[0, 0, 1]"
1557,2019-08-13 21:00:02,"True! Without being stuck at an airport, where CNN buys (at a big price) an uninterested audience, they’ve got nothing going. @CNN is BAD for America! https://t.co/68pehXFHmx",2019-08-13 16:00:02,1,"[0, 0, 1]"
1558,2019-08-13 20:41:33,"It always happens! When a Conservative does even a fraction of what Chris Cuomo did with his lunatic ranting, raving, &amp; cursing, they get destroyed by the Fake News. But when a Liberal Democrat like Chris Cuomo does it, Republicans immediately come to his defense. We never learn!",2019-08-13 15:41:33,0,"[0, 1, 0]"
1559,2019-08-13 19:45:16,See you in New Hampshire! https://t.co/NhY0QwRrkd,2019-08-13 14:45:16,0,"[0, 1, 0]"
1560,2019-08-13 19:38:46,Just leaving. Incredible Complex. JOBS! JOBS! JOBS! https://t.co/culShq7aqi,2019-08-13 14:38:46,0,"[0, 1, 0]"
1561,2019-08-13 17:43:57,So terrible! https://t.co/L9lqQIGAUp,2019-08-13 12:43:57,1,"[0, 0, 1]"
1562,2019-08-13 17:32:14,Put it back up. We are living with a Rigged &amp; Fake Media! https://t.co/ZhanbGCxuX,2019-08-13 12:32:14,1,"[0, 0, 1]"
1563,2019-08-13 17:24:54,Just landed in Pennsylvania. Looking forward to making a speech on energy. So important!,2019-08-13 12:24:54,1,"[0, 0, 1]"
1564,2019-08-13 17:17:18,Our Intelligence has informed us that the Chinese Government is moving troops to the Border with Hong Kong. Everyone should be calm and safe!,2019-08-13 12:17:18,1,"[0, 0, 1]"
1565,2019-08-13 17:11:02,"Many are blaming me, and the United States, for the problems going on in Hong Kong. I can’t imagine why?",2019-08-13 12:11:02,1,"[0, 0, 1]"
1566,2019-08-13 14:53:00,"ALL THE NEWS THAT’S NOT FIT TO PRINT! “The New York Times is no longer the paper we grew up with. It is no longer a news organization. It is now an agenda driven organization out to change the Country (for the worse!).” Michael Goodwin, Highly Respected New York Post Columnist.",2019-08-13 09:53:00,-1,"[1, 0, 0]"
1567,2019-08-13 14:10:58,"As usual, China said they were going to be buying “big” from our great American Farmers. So far they have not done what they said. Maybe this will be different!",2019-08-13 09:10:58,-1,"[1, 0, 0]"
1568,2019-08-13 14:04:43,Would Chris Cuomo be given a Red Flag for his recent rant? Filthy language and a total loss of control. He shouldn’t be allowed to have any weapon. He’s nuts!,2019-08-13 09:04:43,-1,"[1, 0, 0]"
1569,2019-08-13 13:38:44,Thank you Steve! https://t.co/4qwvkUTg5t,2019-08-13 08:38:44,-1,"[1, 0, 0]"
1570,2019-08-13 12:49:05,"Through massive devaluation of their currency and pumping vast sums of money into their system, the tens of billions of dollars that the U.S. is receiving is a gift from China. Prices not up, no inflation. Farmers getting more than China would be spending. Fake News won’t report!",2019-08-13 07:49:05,-1,"[1, 0, 0]"
1571,2019-08-13 12:38:25,I thought Chris was Fredo also. The truth hurts. Totally lost it! Low ratings @CNN https://t.co/yBpGjt4N1T,2019-08-13 07:38:25,-1,"[1, 0, 0]"
1572,2019-08-13 12:24:14,"Thank you John, you are a special guy! https://t.co/yAtCFcNeDL",2019-08-13 07:24:14,-1,"[1, 0, 0]"
1573,2019-08-13 12:16:45,"Curt Schilling, a great pitcher and patriot, is considering a run for Congress in Arizona. Terrific!  @foxandfriends",2019-08-13 07:16:45,-1,"[1, 0, 0]"
1574,2019-08-12 21:26:32,"The United States is learning much from the failed missile explosion in Russia. We have similar, though more advanced, technology. The Russian “Skyfall” explosion has people worried about the air around the facility, and far beyond. Not good!",2019-08-12 16:26:32,-1,"[1, 0, 0]"
1575,2019-08-12 19:47:42,Two great and loyal friends! https://t.co/Fo2CLjc9YZ,2019-08-12 14:47:42,0,"[0, 1, 0]"
1576,2019-08-12 19:31:56,"Scaramucci, who like so many others had nothing to do with my Election victory, is only upset that I didn’t want him back in the Administration (where he desperately wanted to be). Also, I seldom had time to return his many calls to me. He just wanted to be on TV!",2019-08-12 14:31:56,0,"[0, 1, 0]"
1577,2019-08-12 04:01:28,Thank you NEGOP! https://t.co/S5A24nleW8,2019-08-11 23:01:28,1,"[0, 0, 1]"
1578,2019-08-11 21:42:10,"Many incredible things are happening right now for our Country. After years of being ripped off by other nations on both Trade Deals and the Military, things are changing fast. Big progress is being made. America is respected again. KEEP AMERICA GREAT!",2019-08-11 16:42:10,1,"[0, 0, 1]"
1579,2019-08-11 21:33:00,"So funny to watch Little Donny Deutsch on TV with his own failing show. When I did The Apprentice, Donny would call me (along with @ErinBurnett &amp; others) and BEG to be on that VERY successful show. He had the TV “bug” &amp; I would let him come on though he (&amp; Erin) had very little..",2019-08-11 16:33:00,1,"[0, 0, 1]"
1580,2019-08-11 21:33:00,"..TV talent. Then, during the 2016 Election, I would watch as Joe Scarborough &amp; his very angry Psycho wife(?) would push Donny to the point of total humiliation. He would never fight back because he wanted to stay on TV, even on a very low rated show, all in the name of ambition!",2019-08-11 16:33:00,1,"[0, 0, 1]"
1581,2019-08-11 02:47:04,"Anthony Scaramucci, who was quickly terminated (11 days) from a position that he was totally incapable of handling, now seems to do nothing but television as the all time expert on “President Trump.” Like many other so-called television experts, he knows very little about me.....",2019-08-10 21:47:04,1,"[0, 0, 1]"
1582,2019-08-11 02:47:04,".....other than the fact that this Administration has probably done more than any other Administration in its first 2 1/2 years of existence. Anthony, who would do anything to come back in, should remember the only reason he is on TV, and it’s not for being the Mooch!",2019-08-10 21:47:04,1,"[0, 0, 1]"
1583,2019-08-10 22:44:06,"Joe Biden just said, “We believe in facts, not truth.” Does anybody really believe he is mentally fit to be president? We are “playing” in a very big and complicated world. Joe doesn’t have a clue!",2019-08-10 17:44:06,1,"[0, 0, 1]"
1584,2019-08-10 22:27:44,"Think how wonderful it is to be able to fight back and show, to so many, how totally dishonest the Fake News Media really is. It may be the most corrupt and disgusting business (almost) there is! MAKE AMERICA GREAT AGAIN!",2019-08-10 17:27:44,1,"[0, 0, 1]"
1585,2019-08-10 21:58:09,"China wants to make a deal so badly. Thousands of companies are leaving because of the Tariffs, they must stem the flow. At the same time China may be hoping for a Democrat to win so they could continue the great ripoff of America, &amp; the theft of hundreds of Billions of $’s!",2019-08-10 16:58:09,1,"[0, 0, 1]"
1586,2019-08-10 21:48:36,"Got to see, by accident, wacko comedian Bill Maher’s show - So many lies. He said patients in El Paso hospital didn’t want to meet with me. Wrong! Had really great meetings with numerous patients. Said I was on vacation. Wrong! Long planned fix up of W.H., stay here rather than..",2019-08-10 16:48:36,1,"[0, 0, 1]"
1587,2019-08-10 21:48:36,"....cause big disruption by going to Manhattan. Working almost all of the time, including evenings. Don’t have to be in W.H. to do that...And sooo many other false statements. He is right about one thing, though. I will win again in 2020. Otherwise, he pays 95% in taxes!",2019-08-10 16:48:36,1,"[0, 0, 1]"
1588,2019-08-10 12:07:34,"Never has the press been more inaccurate, unfair or corrupt! We are not fighting the Democrats, they are easy, we are fighting the seriously dishonest and unhinged Lamestream Media. They have gone totally CRAZY. MAKE AMERICA GREAT AGAIN!",2019-08-10 07:07:34,1,"[0, 0, 1]"
1589,2019-08-10 11:58:57,"In a letter to me sent by Kim Jong Un, he stated, very nicely, that he would like to meet and start negotiations as soon as the joint U.S./South Korea joint exercise are over. It was a long letter, much of it complaining about the ridiculous and expensive exercises. It was.....",2019-08-10 06:58:57,1,"[0, 0, 1]"
1590,2019-08-10 11:58:57,"....also a small apology for testing the short range missiles, and that this testing would stop when the exercises end. I look forward to seeing Kim Jong Un in the not too distant future! A nuclear free North Korea will lead to one of the most successful countries in the world!",2019-08-10 06:58:57,1,"[0, 0, 1]"
1591,2019-08-10 11:40:48,"Maggie Haberman of the Failing @nytimes reported that I was annoyed by the lack of cameras inside the hospitals in Dayton &amp; El Paso, when in fact I was the one who stated, very strongly, that I didn’t want the Fake News inside &amp; told my people NOT to let them in. Fake reporting!",2019-08-10 06:40:48,1,"[0, 0, 1]"
1592,2019-08-09 18:44:15,"Liberal Hollywood is Racist at the highest level, and with great Anger and Hate! They like to call themselves “Elite,” but they are not Elite. In fact, it is often the people that they so strongly oppose that are actually the Elite. The movie coming out is made in order....",2019-08-09 13:44:15,-1,"[1, 0, 0]"
1593,2019-08-09 18:44:15,"....to inflame and cause chaos. They create their own violence, and then try to blame others. They are the true Racists, and are very bad for our Country!",2019-08-09 13:44:15,-1,"[1, 0, 0]"
1594,2019-08-09 12:03:22,"Serious discussions are taking place between House and Senate leadership  on meaningful Background Checks. I have also been speaking to the NRA, and others, so that their very strong views can be fully represented and respected. Guns should not be placed in the hands of.....",2019-08-09 07:03:22,1,"[0, 0, 1]"
1595,2019-08-09 12:03:22,"....mentally ill or deranged people. I am the biggest Second Amendment person there is, but we all must work together for the good and safety of our Country. Common sense things can be done that are good for everyone!",2019-08-09 07:03:22,1,"[0, 0, 1]"
1596,2019-08-08 23:55:17,"Rod Blagojevich, the former Governor of Illinois, was sentenced to 14 years in prison. He has served 7 years. Many people have asked that I study the possibility of commuting his sentence in that it was a very severe one. White House staff is continuing the review of this matter.",2019-08-08 18:55:17,1,"[0, 0, 1]"
1597,2019-08-08 23:12:35,"I am pleased to inform you that the Honorable Joseph Maguire, current Director of the National Counterterrorism Center, will be named Acting Director of National Intelligence, effective August 15th. Admiral Maguire has a long and distinguished....",2019-08-08 18:12:35,1,"[0, 0, 1]"
1598,2019-08-08 23:12:35,"....career in the military, retiring from the U.S. Navy in 2010. He commanded at every level, including the Naval Special Warfare Command. He has also served as a National Security Fellow at Harvard University. I have no doubt he will do a great job!",2019-08-08 18:12:35,1,"[0, 0, 1]"
1599,2019-08-08 22:19:42,"Sue Gordon is a great professional with a long and distinguished career. I have gotten to know Sue over the past 2 years and have developed great respect for her. Sue has announced she will be leaving on August 15, which....",2019-08-08 17:19:42,1,"[0, 0, 1]"
1600,2019-08-08 22:19:42,....coincides with the retirement of Dan Coats. A new Acting Director of National Intelligence will be named shortly.,2019-08-08 17:19:42,1,"[0, 0, 1]"
1601,2019-08-08 17:51:20,"....I know Emmanuel means well, as do all others, but nobody speaks for the United States but the United States itself. No one is authorized in any way, shape, or form, to represent us!",2019-08-08 12:51:20,1,"[0, 0, 1]"
1602,2019-08-08 17:51:19,"Iran is in serious financial trouble. They want desperately to talk to the U.S., but are given mixed signals from all of those purporting to represent us, including President Macron of France....",2019-08-08 12:51:19,1,"[0, 0, 1]"
1603,2019-08-08 14:38:17,"....John Deere, our car companies, &amp; others, to compete on a level playing field. With substantial Fed Cuts (there is no inflation) and no quantitative tightening, the dollar will make it possible for our companies to win against any competition. We have the greatest companies...",2019-08-08 09:38:17,-1,"[1, 0, 0]"
1604,2019-08-08 14:38:17,"....in the world, there is nobody even close, but unfortunately the same cannot be said about our Federal Reserve. They have called it wrong at every step of the way, and we are still winning. Can you imagine what would happen if they actually called it right?",2019-08-08 09:38:17,-1,"[1, 0, 0]"
1605,2019-08-08 14:38:16,"As your President, one would think that I would be thrilled with our very strong dollar. I am not! The Fed’s high interest rate level, in comparison to other countries, is keeping the dollar high, making it more difficult for our great manufacturers like Caterpillar, Boeing,.....",2019-08-08 09:38:16,-1,"[1, 0, 0]"
1606,2019-08-08 04:20:03,"Just watched a world class loser, Tim O’Brien, who I haven’t seen or spoken to in many years, &amp; knows NOTHING about me except that he wrote a failed hit piece book about me 15 years ago. Fired like a dog from other jobs? Saw him on Lyin’ Brian Williams Trump Slam Show. Bad TV....",2019-08-07 23:20:03,0,"[0, 1, 0]"
1607,2019-08-08 04:20:03,"....I am so amazed that MSNBC &amp; CNN can keep putting on, over and over again, people that have no idea what I am all about, and yet they speak as experts on “Trump.” Same people since long before the 2016 Election, and how did that work out for the Haters and Losers. Not well!",2019-08-07 23:20:03,0,"[0, 1, 0]"
1608,2019-08-08 03:02:31,My time spent in Dayton and El Paso with some of the greatest people on earth. Thank you for a job well done! https://t.co/TNVDGhxOpo,2019-08-07 22:02:31,0,"[0, 1, 0]"
1609,2019-08-08 01:43:24,"Incredible afternoon in El Paso, Texas. We love you, and are with you, all the way! https://t.co/pTNhHapx86",2019-08-07 20:43:24,0,"[0, 1, 0]"
1610,2019-08-08 00:48:44,"The Dems new weapon is actually their old weapon, one which they never cease to use when they are down, or run out of facts, RACISM! They are truly disgusting! They even used it on Nancy Pelosi. I will be putting out a list of all people who have been so (ridiculously) accused!",2019-08-07 19:48:44,0,"[0, 1, 0]"
1611,2019-08-08 00:31:52,"Leaving El Paso for the White House. What GREAT people I met there and in Dayton, Ohio. The Fake News worked overtime trying to disparage me and the two trips, but it just didn’t work. The love, respect &amp; enthusiasm were there for all to see. They have been through so much. Sad!",2019-08-07 19:31:52,0,"[0, 1, 0]"
1612,2019-08-08 00:23:47,"I don’t know who Joaquin Castro is other than the lesser brother of a failed presidential candidate (1%) who makes a fool of himself every time he opens his mouth. Joaquin is not the man that his brother is, but his brother, according to most, is not much. Keep fighting Joaquin!",2019-08-07 19:23:47,0,"[0, 1, 0]"
